idx	C3L-01663	C3N-03486	C3L-02665	C3L-02163	C3N-03875	C3N-01846	C3N-02375	C3L-02619	C3L-02649	C3N-02339	C3N-02252	C3N-02285	C3N-02288	C3L-02963	C3L-02627	C3L-00568	C3L-02349	C3L-04071	C3N-01893	C3L-00081	C3N-01194	C3L-03961	C3N-01025	C3L-00927	C3L-04391	C3L-00415	C3L-02170	C3N-02300	C3N-03662	C3L-02951	C3N-01028	C3L-02130	C3N-03092	C3N-03424	C3N-04155	C3L-02969	C3L-02127	C3L-02650	C3L-00603	C3L-02625	C3L-01606	C3N-02425	C3N-01892	C3N-03441	C3L-03963	C3L-04014	C3L-00923	C3N-03072	C3L-01285	C3L-02660	C3N-00555	C3L-01000	C3L-02891	C3N-03093	C3N-02374	C3N-03051	C3N-03886	C3N-02675	C3L-04013	C3N-03425	C3L-01838	C3L-03965	C3L-03272	C3L-00993	C3L-00904	C3N-02434	C3L-02669	C3L-00965	C3N-02283	C3L-03678	C3L-02968	C3N-00247	C3L-02164	C3L-02552	C3N-03880	C3N-02435	C3N-03076	C3L-02646	C3N-02523	C3L-02964	C3L-03962	C3L-02629	C3L-02168	C3N-02289	C3N-02426	C3N-02494	C3N-03848	C3L-02546	C3N-00211	C3N-01017	C3N-03204	C3N-00221	C3N-03882	C3N-03851	C3N-02284	C3L-00445	C3L-01455	C3N-04124	C3N-04162	C3L-03961	C3L-01884	C3L-02358	C3N-01411	C3N-01020	C3N-00497	C3N-04127	C3L-02648	C3N-03877
hsa-miR-103a-2-5p	1.4951	1.8943	1.5479	1.7174	1.3175	1.1716	1.2966	0.888	0.7103	1.7831	1.9727	1.432	2.4464	1.7198	1.9664	1.8281	1.1514	1.2961	1.4671	3.0299	2.0604	0.6519	2.0323	1.2593	0.4533	0	1.6167	1.0544	1.8876	1.0945	1.5924	1.699	0.8823	1.1488	0.9478	1.4943	1.411	0.7624	1.7534	1.8571	1.8169	1.1034	1.8257	0.1742	1.2074	1.3883	0	1.7545	1.6512	2.3078	0.659	2.3897	0.7003	0.6221	0.6075	0.8327	2.7635	1.3251	1.5753	0.8554	0.2771	0.3737	1.4605	1.8686	1.6473	0.8736	1.1484	1.2601	2.1668	1.4709	1.1816	1.7009	1.5105	0.9041	1.0061	1.9648	1.2378	0.7687	1.8582	0.9815	0.9798	0.778	1.2177	2.0785	1.72	1.7738	1.2088	1.4916	1.0679	0.815	1.8729	1.351	0.4532	2.4465	0.906	1.6302	1.5827	1.1485	0.8309	0.7965	2.4152	1.6773	1.4359	2.1297	0.2691	0.6011	1.9311	1.4379
hsa-miR-103a-3p	13.6125	14.4067	13.6827	14.8484	13.4215	13.7127	13.4099	14.0984	13.2462	13.3999	13.8638	13.7467	14.8699	13.5526	13.9293	14.1581	14.2072	13.107	13.6972	14.1326	14.0672	13.8122	14.1115	14.2269	13.2973	14.5642	13.5782	14.5688	13.4197	13.4857	13.8244	13.8635	13.079	13.4103	14.1829	13.64	13.6126	13.2561	14.8608	13.7216	14.1714	13.6669	14.1281	14.1302	14.003	13.3579	14.1506	13.7845	14.2422	13.2651	14.2007	14.4471	13.9773	13.4812	14.3366	13.8187	14.1231	13.8396	13.7735	13.7843	13.5149	13.5742	14.2168	14.3479	13.33	14.1811	13.0263	14.4943	14.7229	13.8919	14.5039	13.9216	13.6471	13.7982	13.4145	13.8689	13.5758	12.9225	13.8394	14.0451	14.6439	12.9356	13.8128	13.5622	13.7645	13.4182	13.3037	13.9401	13.9086	14.0788	13.8367	14.5078	13.4527	14.2528	14.2745	14.0973	14.1158	13.0607	13.2257	13.5706	14.4676	13.9479	13.7015	14.317	14.4087	13.2824	13.3529	13.5609
hsa-miR-105-3p	0.8922	1.0136	1.0352	0.9532	0	0	0	0	0	0	0	0.2263	0	0	0	1.5136	0.1836	0	0	0	0.4817	0	0.7767	0.7629	0	0	0.2484	0	0.7745	0.7214	0	0	0.3115	0	0	0	0	0	0	0	0	0	1.0748	0.3296	0.6616	0	0	0.4492	0	0.2334	1.2333	1.1554	0.8327	0.3443	0	0	0	0	0	0	0	0	0.8621	0.9138	0	0.2221	0	0	3.5417	0	0.1723	0	0	0	0	0.4239	1.5733	0	0.728	0	0	0	0	0.2261	0.4672	0	0	0	0	0	0	0	0	0	0.9877	0.2876	0	0	0	0	0	0	0	0	0	0.3316	0	0
hsa-miR-105-5p	7.3952	5.8254	6.4263	6.4774	4.3149	5.3094	0.7893	0.5112	0.2129	0	1.0769	7.0136	0.8362	5.291	0.1871	6.5651	2.1351	0.9057	3.0105	1.563	5.9084	0.1561	5.0381	7.5046	1.1374	7.2995	5.0784	0.258	5.1966	5.7428	5.9234	5.5176	4.9028	0.3144	0.7343	0.2409	2.7259	0	4.5845	1.2535	2.4371	0.6547	6.4016	5.7446	4.8252	0.6675	0.3148	5.3509	2.4723	1.715	7.9578	6.7934	6.0576	6.0881	3.4978	0	0.8339	0	0.7596	5.8751	0	0.3737	6.4091	6.9056	2.7155	3.8226	0.2042	0.6071	8.6919	1.3756	1.599	0	0	0	0	6.3202	7.5381	0.7687	5.8066	2.26	1.504	2.1552	2.0047	5.4429	5.2694	0.4034	0.1778	0.1094	0.0501	5.7521	2.6333	2.8924	6.0636	3.4119	7.3678	6.6681	5.2062	0.816	3.8935	0	2.314	1.0185	0	5.6351	0.2691	5.9778	0.1992	1.9111
hsa-miR-106a-3p	0.4016	1.4321	0.6085	0.8735	2.1318	0.4414	2.375	1.5775	1.6171	0.1518	1.8162	0.673	1.4338	0.5685	0.7591	0	0.8594	0.789	0.5272	0.1487	0.4817	0.2969	1.1301	0	0	0	0.3582	0.1347	0.8896	2.242	1.5162	2.0858	1.6639	0.1657	2.982	1.5845	0.7121	0.1368	1.289	0.7895	0	1.2843	0.9147	0.4699	0.7886	1.613	0.166	0.7912	0	0.3373	0.4709	1.3574	0.7003	0	0.9051	1.6242	0.8339	1.4628	3.0229	0.1578	0.1452	1.0249	2.2794	0.9138	0.4387	0	1.1484	0.9046	1.3621	0.615	0.3261	0.8829	0.598	0	2.232	1.4372	0.5791	1.59	0.4095	1.2676	1.5579	0.4408	0.5676	0.4215	0.5636	1.0903	0.3361	2.3495	0.4741	0.3255	1.8244	1.4712	1.412	3.5401	0	1.7767	0.9159	0.2043	1.5968	1.1558	1.6631	0.102	2.6127	1.0278	0	0.1753	1.6197	2.2669
hsa-miR-106a-5p	4.9965	6.7796	5.9097	5.6733	5.8027	5.2897	7.4305	6.6533	7.2831	4.0085	6.0256	4.9687	6.0456	4.6592	5.7184	3.4249	5.7493	5.6158	4.9866	5.842	5.5107	5.4655	6.7258	5.4121	4.3942	6.7469	5.0336	5.2181	4.7927	5.6984	5.8555	6.6163	5.2244	4.7445	7.5048	5.7759	5.6069	4.3572	6.5719	5.2757	4.9258	6.5194	5.4167	5.2268	6.4993	6.3659	4.4251	5.4141	7.7657	5.0769	6.062	6.4231	5.5761	5.6889	5.6145	6.2599	6.5026	5.4314	9.0381	5.8636	4.2155	5.9658	7.0062	6.0046	5.1391	6.6467	4.9417	6.6647	7.5377	5.1839	5.9951	5.1991	4.8188	4.3217	6.0196	6.0937	6.0352	5.1571	5.7417	6.5364	6.2817	4.6057	5.746	4.9477	4.0681	5.5033	4.7947	6.5588	5.2795	6.3167	5.92	7.1124	5.7341	7.724	5.3645	6.166	6.1974	4.5365	5.3749	5.1943	7.0136	4.8792	7.1446	5.7887	4.8827	4.2449	5.5697	5.7926
hsa-miR-106b-3p	7.9426	8.7686	8.2542	7.5257	8.4619	8.8517	8.5442	8.414	9.4894	7.5062	8.1666	8.2356	8.8624	7.1302	8.2485	8.2036	8.019	7.8805	8.1558	8.6744	9.0589	8.2662	8.3706	9.682	7.2859	8.8751	7.5222	8.7963	7.5882	7.8001	8.196	8.0368	8.5677	7.6572	8.4934	8.8411	8.6634	7.7651	10.1964	7.7951	8.0542	8.6704	8.0678	8.5901	8.0001	8.24	8.2013	8.4459	9.1661	8.771	8.8717	8.8646	8.2257	8.7401	8.3455	9.1117	9.2858	8.0179	8.7464	8.4894	7.4999	8.3757	8.447	8.8033	8.2925	9.4337	7.7207	8.6658	10.152	8.5162	8.3624	8.4561	8.0102	7.4202	9.2586	8.1173	9.0145	8.5094	8.3439	8.3432	9.5413	7.8172	7.9249	7.4904	7.8222	8.0209	8.0042	8.1715	8.5261	8.6305	8.4648	9.0331	8.9823	8.52	9.3687	8.4547	9.1685	8.0836	8.075	8.1717	8.8951	9.4379	7.8691	9.0894	8.3793	7.7584	7.9789	8.2717
hsa-miR-106b-5p	9.474	10.8847	10.6262	10.3928	10.5808	10.5178	10.9533	11.0031	10.9776	9.2981	10.0979	10.3514	11.2169	9.58	10.4505	9.3935	10.1721	9.8959	9.6218	9.5451	10.4776	10.0722	11.0571	11.5882	9.4594	9.7624	9.9934	11.0668	9.949	9.7968	10.3672	10.6088	10.4424	9.5809	11.1035	10.8251	10.2857	10.0127	12.2881	10.2823	9.7245	11.4202	10.0347	10.8241	10.5908	10.1734	9.9772	10.8354	11.6349	10.9361	11.1407	10.7473	10.4305	10.2809	10.4035	11.5626	11.5476	10.3121	11.4745	10.0383	9.0275	11.0911	10.9787	11.0667	9.7566	10.8039	9.6532	11.2637	12.503	10.9636	10.8641	9.5715	9.6691	8.8757	11.2586	10.2321	11.1403	10.2949	10.6663	10.8433	11.7247	9.7298	10.406	9.8606	9.8645	10.6922	9.9875	9.8428	9.1995	10.1747	10.7217	11.1759	10.9858	11.4813	11.6129	10.5181	10.1355	10.3741	10.7947	10.1793	11.0272	11.5081	10.2554	10.8492	9.8394	10.1392	9.6261	10.9128
hsa-miR-107	9.0689	10.0724	9.2642	9.7928	9.3772	9.3571	9.2031	9.6989	9.321	9.0728	9.9409	9.5157	10.1517	9.1573	9.9581	9.2432	9.751	9.0781	9.4895	8.7593	9.8817	9.6334	9.4496	9.4621	8.7721	10.0365	9.558	10.0707	8.9165	9.1876	9.4115	9.852	8.8707	9.0995	9.3994	9.7773	9.6058	8.4509	10.4158	9.779	9.1195	9.7103	9.3688	9.6709	9.7171	9.0534	9.3887	9.5649	9.3042	9.2383	10.0004	10.5878	9.5648	9.3457	9.8953	9.8632	10.4378	10.114	9.4187	9.5354	9.1379	8.9153	9.9788	9.5616	9.0601	10.0456	8.7723	9.72	10.5333	9.4975	10.5158	9.7752	9.5165	9.5813	9.3118	9.5244	9.2908	8.399	9.7518	9.5936	10.8377	8.9432	9.1939	9.2099	9.7336	9.2801	8.9858	9.6606	9.944	9.31	9.5555	10.491	8.8332	10.3387	11.0741	9.7202	9.7192	9.0995	9.2522	9.4	10.2828	9.9341	8.7066	9.9587	9.8333	8.6209	9.462	9.5674
hsa-miR-10a-3p	7.5366	6.4192	5.1264	5.3881	5.462	6.6146	5.1827	6.176	6.2583	6.4228	6.1165	6.7318	5.4225	6.5354	5.0915	6.6441	7.1331	5.9974	6.4866	6.4891	6.7472	6.1916	5.9342	4.6596	6.6456	6.7497	6.0364	6.5243	6.4752	6.2741	6.0196	6.4094	5.6518	6.2864	6.456	5.318	5.7642	6.1258	6.5467	6.3175	5.0297	3.9807	6.0115	5.7515	5.7102	6.1043	6.3176	6.3396	6.0244	6.3858	6.2198	7.4128	6.7339	6.1201	5.9521	5.9402	8.5924	5.3539	7.6431	6.7432	7.1109	5.749	5.0997	7.2494	5.8868	4.9905	6.5766	6.2511	9.6862	6.3541	5.6055	6.7177	6.24	6.7963	5.3636	6.7515	7.0201	5.6221	6.6782	5.9733	6.2513	6.7009	6.2519	6.4738	6.6717	5.9573	6.1873	6.6701	6.6143	6.1102	5.7776	7.0462	5.1122	5.9003	5.0683	6.2161	6.3601	5.9218	5.1779	5.6614	5.6576	5.5729	5.9235	5.3529	5.8733	6.3093	5.767	5.7117
hsa-miR-10a-5p	13.9626	13.1354	12.0628	12.1697	12.4915	13.6656	11.8291	12.8041	13.0585	13.8253	13.0429	13.2263	12.3685	13.8639	11.8252	13.5279	13.8929	12.916	13.4356	13.4145	12.7662	12.6806	12.6436	12.0109	13.4411	13.6459	13.0536	13.1339	13.459	13.3701	12.601	12.9956	12.4317	13.3229	12.9034	12.4086	12.7308	12.9533	13.5305	13.0392	12.2659	10.9731	13.2731	13.0536	12.7224	13.0881	13.7986	13.4771	12.155	13.6245	12.1659	14.3694	13.3268	12.7323	12.6359	12.5998	14.7383	13.138	14.2678	13.3694	13.5189	12.9444	11.9948	13.7715	12.9598	11.3858	13.4642	13.2383	16.2228	13.3111	12.3754	13.1163	13.3092	13.6794	12.3982	13.7604	13.6731	12.6851	13.6213	13.0222	12.7221	13.755	13.2266	13.415	13.5949	12.9998	13.3719	13.9169	13.339	13.1657	13.0563	13.2128	11.7208	13.0493	11.4952	13.0788	13.2437	13.1039	12.0979	12.9314	12.64	12.4799	12.8338	12.2384	12.6061	13.4516	12.4333	12.8757
hsa-miR-10b-3p	4.642	3.3464	3.7832	3.2835	1.1975	3.9538	3.1121	1.6445	2.1177	2.806	2.2424	3.3097	3.1463	2.6855	1.0758	2.765	3.5172	2.4241	3.9839	3.7302	4.8552	2.8418	2.2642	3.5029	3.3151	3.73	0.4603	2.4344	3.3558	2.0854	1.5924	3.598	2.168	1.7281	2.5953	2.4227	4.1158	3.2103	4.2036	3.4083	1.2557	3.4086	2.891	1.8346	1.0131	2.72	2.67	3.3145	1.9298	3.506	2.6348	2.6427	3.7036	3.9594	3.7985	1.6839	3.6168	3.3623	1.8376	4.233	3.2435	3.4469	4.0373	5.2939	3.3395	3.5217	3.1674	3.2011	5.6399	2.7756	3.0628	1.1803	3.6326	1.7074	3.4034	4.1763	4.4011	1.3832	3.2279	1.1316	3.7112	3.1281	3.9051	2.8967	3.7471	2.767	2.1407	2.5177	4.0741	3.1031	2.0092	4.9807	2.5808	2.6015	4.633	3.0495	4.7156	1.9597	4.0097	3.2251	1.3924	0.7307	4.8221	1.28	3.1694	2.1663	4.0614	4.8582
hsa-miR-10b-5p	11.8922	11.3252	11.8109	10.989	9.6828	11.4156	10.6914	8.7183	10.5906	11.0955	10.0962	10.8567	10.8741	10.869	9.0197	10.0784	11.6433	9.9939	11.8262	11.474	11.5436	10.19	9.9037	11.2071	10.6089	11.3464	8.32	10.4102	11.1949	8.9725	8.6379	11.0008	9.481	9.3899	9.6845	10.5708	12.1019	11.0545	12.0546	11.3181	9.0716	11.5654	10.4254	9.7103	8.5179	9.9032	10.109	11.1467	9.1855	11.5773	9.9034	10.3628	11.3686	11.4776	11.3776	8.5667	11.2957	11.7112	8.014	11.725	9.9953	11.5078	11.7202	12.8417	10.9979	11.3848	11.2761	11.3689	13.5461	10.507	10.4688	9.3468	11.7477	9.2846	11.3249	11.8027	12.1056	8.4792	11.2457	9.39	11.1327	11.0543	11.983	11.3335	11.7749	10.7825	9.8952	10.5753	11.8446	10.3272	9.8513	12.1338	9.7031	11.036	12.4765	11.148	12.5187	9.8011	11.8463	11.3548	9.0036	7.6323	12.6087	8.6856	11.3563	10.077	11.9804	12.6856
hsa-miR-1178-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1015	0	0	0	0	0	0	0	0	0.739	0	0	0	0.2094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2354	0	0	0	0	0	0	0	0	0	0.1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5124	0	0	0	0	0
hsa-miR-1178-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1179	0.514	0.8869	0.4327	0.1428	0.9963	0.2375	0.7893	0.3601	0.8442	0.7363	1.0062	0.3274	0.8362	0.5685	0.9777	0	0.8594	0.9057	0.6129	0	0	0.2969	0.3077	1.0323	0	0	1.6167	0.8345	0.9962	1.3906	0.9488	0.4589	0.3115	1.2259	0.7343	1.2951	0.4677	0.1368	0.6948	0.5945	1.6529	0.3642	1.219	0.5977	0.9052	0.372	0.8902	0	0	0.5251	0.8254	1.1554	0	0.443	1.2607	0.8327	1.6014	1.0027	0.7596	1.0289	1.4299	0.7984	0.5531	0.9138	0.8713	0.4145	0.8159	1.0331	3.6856	0.773	0.592	0.6441	1.2237	0.4314	0.2242	0.7512	0.9912	0	0	0.8139	0	0.9656	0.6804	0.8862	0.3638	0.2157	0.8375	0.7051	0.7107	1.0089	0	0	0	1.0791	0.2851	0.4124	0.9983	0.6856	0.3912	0.6907	1.1789	0.8528	0.8897	1.1168	0.2691	0.3316	1.0261	0.4797
hsa-miR-1180-3p	6.1073	5.6705	5.443	6.3135	6.0062	6.8409	7.7934	5.6696	6.8814	4.8172	5.3871	6.0619	7.2056	4.9904	5.4388	7.4808	6.7541	6.1111	5.1461	7.5933	6.6452	5.6343	5.9059	7.2912	5.3333	9.5402	5.6585	6.0825	6.6569	5.1451	6.5139	6.4997	4.8911	5.9195	6.7383	5.6353	6.1819	5.5653	8.2891	4.4486	5.8523	5.7771	5.6121	6.71	6.9768	7.6437	6.5791	6.3298	9.6724	5.3527	7.249	7.6348	7.4743	6.0592	7.2326	6.9649	6.9759	5.3627	5.3364	6.2085	5.0664	6.3049	5.4666	7.4469	4.402	7.5111	4.0254	7.1839	9.6813	5.5864	7.0923	5.6098	5.517	5.5682	6.4495	5.7397	5.6867	5.5466	6.429	5.7963	6.8877	4.7847	4.9434	4.6924	5.728	5.3406	4.8613	5.6348	5.4951	6.9274	7.9244	7.563	6.3514	7.6389	7.5762	6.7021	6.3562	4.8267	6.1828	5.5749	6.6143	6.4225	5.3678	5.3665	6.6708	6.075	6.1714	6.8602
hsa-miR-1180-5p	0.7154	0.4219	0.6085	0.7892	1.1975	0	1.7514	0	0	0	0	0.594	1.7468	1.3615	0	1.1107	1.0605	0.1961	0	1.8064	0.9935	0.7532	0	1.112	0.2444	0.509	0.7291	0.6667	0.5123	0.4053	0.3897	0.1697	0.3115	0.5723	0.7343	0.9326	0	0.4832	1.839	0.2852	0	0.5167	0	1.4837	0.3684	1.3049	1.5002	1.0674	0.9536	0.1214	1.3471	0.1526	0.954	0.9249	1.0336	0.8327	0.3929	0.1705	0.3752	0.8554	0.5095	0.5296	0.6636	1.3488	0.1615	0.2221	0	1.5452	1.7837	0.34	0.8164	0.7685	0.598	0.2318	1.3293	0	0	0	0.2192	0.1483	0.7208	0.5622	0	0.1175	0.3638	0.2157	0	0.7732	0	0.5909	2.6611	0.7352	0.9432	1.6331	1.3997	0.4124	0.1517	0.2043	0.5531	0.5765	0	0.3708	0.2788	0.3331	0.6917	0.3316	0	1.0369
hsa-miR-1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3876	0	0	0	0.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-1-3p	0.973	0	0.4327	0.6996	1.958	0.4414	0.448	1.5775	0.3985	0.8294	0.6827	0.7478	0.3355	0.9752	2.0652	1.1107	0.3464	1.5323	0.6129	1.509	0.2609	1.6648	0.7767	0.7629	1.1967	2.6033	1.5719	1.9408	1.4358	1.3906	1.6647	3.5679	0.8823	1.0673	1.515	0.2409	0.5951	1.1973	0.6948	0.5945	0	0.1935	1.1487	0	1.0131	0.5273	1.5611	0.6303	0	1.266	0.659	0.8328	0.954	2.2277	1.7088	0	0.2098	0.4609	0	1.6766	0.8853	0.9161	1.1921	3.7415	0.4387	0	0.9355	1.1511	0.6074	0.9153	1.4728	0.6441	1.6587	1.0928	0.5891	1.9648	0.6937	0.9296	1.488	0.6242	1.448	1.6527	1.6642	1.7908	0.9679	0.7183	0.8375	1.3201	1.5232	0.3255	0	1.0757	0.6357	0.8995	0.4089	1.4671	0.6362	0.6856	1.0637	1.074	1.7431	3.7104	1.8312	1.0278	0	0.9294	2.0901	1.0369
hsa-miR-1185-2-3p	1.0496	0.8869	0.4327	0.5019	1.3175	0.7789	0.2413	0.888	0.3985	0.9992	0	0.9516	0.4779	0.5685	1.9664	0.7619	0.4927	1.208	0.6939	0.4069	0.2609	1.0993	0.9642	0.4313	0.5474	0	1.5255	1.7012	0.3609	0.8568	0.828	3.1274	1.0596	0.3144	0.4835	0	0.7121	0.3767	1.0222	0.369	0	0.1935	0.4135	0.5977	0.3684	0.7952	0.6867	0	0.9536	0.2334	0	0.4166	0.7003	1.5295	0.6075	0.4756	0.3929	0	0.2606	0.4296	0.5095	1.1261	0.5531	4.0609	0.3068	0	0.7522	0	0.4319	0.34	0.7085	0.1899	1.611	0.9698	0.7419	1.2427	0.7998	0	0.8643	0.4058	0.7208	1.0511	0.5676	1.4311	0.1317	0	0.3361	0.8382	0.9929	0.815	0	0	0.7976	0.8995	0.2851	0.6336	0.9159	0.5423	0	0.3169	0.4448	2.8826	0.2788	0	0	1.5549	1.222	0.1782
hsa-miR-1185-5p	0	0	0.6085	0.2727	0	0	0	0	0	0.1518	0	0	0	0.5685	1.0758	0	0	0	0	0	0	0.9366	0.3077	0	0	0	0	0.4767	0.3609	0.4053	0	0.6996	0.3115	0	0	0	0.1733	0.2618	0	0.1962	0	0	0.1514	0	0.1959	0	0	0.242	0	0.2334	0	0	0.8327	0.2384	0.2321	0	0	0.1705	0	0.1578	0.1452	0	0	0.5281	0	0	0	0.4317	0	0.1225	0	0.508	0	0.5218	0	0.4239	0	0.1382	0.728	0.1483	0	0.5622	0.1642	0.5936	0.2524	0	0	0	0.3191	0.5909	0.1648	0	0	0.5797	0	0	0.2889	0	0	0	0	1.0698	0	0	0	0	0.3742	0.1782
hsa-miR-1193	0	0	0	0	0.1368	0	0.2413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3876	0	0	0	0	0	0.9888	0	0.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3708	0	0.3331	0	0	0	0
hsa-miR-1197	0.6182	0	0.6085	0.1428	0.6753	0.2375	0.6287	0	0.2129	0.2892	0.1386	0.819	0.1775	0.1644	2.7091	0.7619	0	0.5228	0.122	0.7238	0.2609	0.1561	0.3077	1.3276	0.3526	2.6527	1.2112	1.7856	0	0.572	0.828	2.7795	1.4258	0.3144	0.7343	0	0.8203	0.6752	1.0222	0.5945	0	0.1935	1.1487	0.5977	0.7886	0.372	0	0.6303	0	0.4343	0.2546	0.1526	0.3922	2.1125	1.7088	0.7232	0	0.1705	0	0.3001	0.8001	0.3737	0.3029	3.8113	0.6712	0	0.3831	0.4317	0.7639	0.5291	0	0.1899	0.6928	0.3351	0.4181	1.1346	0.5791	0.2643	0.8643	0.6242	0.2822	0.3083	0.6804	0.7473	1.8014	0.5694	0.1778	0.96	0.5803	0.5909	1.7742	0	0	0.6944	0.1496	1.2163	0.6362	0.9355	0.2088	0.6907	1.8909	2.7786	0	0.3331	1.1572	1.2758	1.0261	0.1782
hsa-miR-1199-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1199-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
