idx	C3N-03848	C3L-03272	C3N-02494	C3L-00568	C3L-02625	C3L-00923	C3N-03204	C3N-03093	C3L-01455	C3N-01017	C3L-02627	C3N-03441	C3L-02660	C3L-02963	C3N-02339	C3N-03425	C3L-02650	C3L-02546	C3N-03875	C3N-04162	C3N-02374	C3L-02168	C3N-03877	C3L-01884	C3N-04127	C3N-02435	C3L-02969	C3N-00497	C3L-03962	C3N-04124	C3N-02252	C3N-01846	C3L-02163	C3N-02675	C3L-02964	C3N-02375	C3L-02127	C3L-04013	C3L-02665	C3L-00993	C3N-03882	C3N-00221	C3N-02425	C3L-03963	C3L-04071	C3N-00555	C3L-01000	C3L-02358	C3L-00603	C3L-02130	C3L-02669	C3N-03092	C3N-02575	C3L-02619	C3N-03851	C3L-02552	C3L-02164	C3N-01411	C3N-03486	C3N-02426	C3L-02648	C3L-02349	C3N-02434	C3L-03965	C3L-00904	C3N-03076	C3L-04014	C3N-02523	C3L-02649	C3L-00415	C3N-01020	C3N-01025	C3N-03424	C3L-03961	C3N-01028	C3L-00445	C3L-01285	C3L-02968	C3L-02891	C3N-03880	C3N-02289	C3L-04391	C3L-00927	C3L-01606	C3L-02951	C3L-01663	C3L-00081	C3N-02288	C3N-03051	C3N-01194	C3N-01892	C3N-02285	C3N-01893	C3L-02629
hsa-miR-106a-3p	0.3353	0.2953	0.3636	0.8365	0.6841	0.4164	0.4322	0.7501	0.4926	0	0.8352	0.7886	0.2945	0.4496	0.8794	0.4658	0.383	0.2114	0	0.5134	1.0959	0.4585	0.5777	0.6368	0.5609	0.4459	0.7146	0.2298	0.4541	0.2771	0.1454	0.3023	0.2028	0.9118	0.5727	0.2563	0.2901	0.292	0.4172	0.728	0.153	0.8663	0.5759	0.158	0.355	0.206	0.1386	0.6166	0.6605	1.0698	0.5383	0.3153	0.322	0.9269	0.3167	1.0657	0.2899	0	0.3113	0.3871	0.1453	0.9559	0.6458	0.2662	0.4774	0.2118	0.1177	0.4119	0.8172	0	0.9066	0.7789	0.3227	0.8187	0.1969	0	0	0.7302	1.1846	0.137	0.661	0.6508	0.38	0.5149	0.6568	0.4849	0.3015	0	0.1461	0.417	0.1411	0.8361	1.8834	0.9349
hsa-miR-106a-5p	5.2388	5.1598	4.8043	4.9104	4.8535	4.7057	4.7778	5.5083	5.073	5.4234	5.0012	5.8991	5.1741	6.0621	5.8056	5.0779	4.428	5.0356	4.905	4.8542	5.5784	5.4628	4.4788	5.301	4.3977	5.1062	5.5295	4.7359	4.2853	4.6581	5.2686	5.9424	4.8351	4.8847	5.0985	4.3671	5.2512	5.8064	5.4349	4.7613	4.6664	5.2016	5.0608	5.4537	5.744	5.041	5.1937	5.16	6.1191	5.5623	5.4495	4.9845	4.7079	6.9325	5.1512	5.2219	5.5837	4.869	5.2375	5.0446	4.9734	5.1734	5.4227	4.9058	4.7435	4.5714	4.6717	5.3217	6.4665	5.5735	4.3214	5.0142	4.6281	4.5487	4.4729	4.9122	5.476	4.9254	4.9203	4.0301	5.5065	5.1142	5.1843	5.2304	5.2368	5.1397	4.8349	4.2877	5.3825	4.882	5.4746	4.9094	5.2604	5.1766
hsa-miR-106b-3p	8.1098	7.795	7.6772	7.6998	7.8247	7.5427	8.0125	8.3163	8.0102	8.3872	7.6554	8.7508	8.2768	8.9373	8.5726	8.2769	7.5927	7.8389	7.9415	7.7481	8.0845	8.275	7.47	7.8765	7.5054	7.7092	8.0865	7.8898	7.9705	7.7679	8.0825	8.7621	7.6207	8.1552	8.2611	7.9661	7.4853	8.7648	8.2231	7.7523	7.6612	8.0752	7.745	8.2519	7.9962	7.6857	7.8538	8.1141	9.1484	7.9477	8.3319	7.8295	7.9364	8.8308	7.9243	8.2558	8.2326	7.8937	8.448	8.2327	8.0543	7.5603	8.4203	8.1752	7.6645	8.0566	8.1008	8.0885	8.8513	8.2915	7.7342	8.0689	7.5704	7.924	7.7242	7.2413	8.2322	7.9752	8.0268	7.3349	8.5244	8.7115	8.3772	8.2273	7.9058	7.7436	7.41	7.8833	8.2731	8.2107	7.7093	7.826	7.5074	8.1158
hsa-miR-106b-5p	9.8622	9.8339	9.6619	9.3592	9.5639	9.6034	9.7869	9.3299	9.569	9.9246	9.6175	10.4678	9.7005	10.259	9.9363	9.7441	9.4818	9.6363	9.7937	9.5424	9.8268	9.906	9.4522	9.6671	9.6583	9.9521	9.9117	9.5889	9.44	9.6462	9.7085	10.2008	9.8896	9.6229	10.1189	9.669	9.5845	10.1653	10.1579	9.2886	9.4678	9.7449	9.8912	10.0126	10.1637	9.5133	9.7124	9.4255	10.0141	9.9222	9.9532	9.8878	9.6774	10.4826	9.9227	9.6276	10.2167	9.3553	9.9298	9.5154	9.4913	9.4345	9.8849	9.9703	9.4198	9.7405	9.5613	10.1501	10.6096	10.0639	9.5065	9.6328	9.3247	9.6497	9.2352	9.398	9.8503	9.647	9.9337	9.3519	10.0796	10.0855	9.5219	9.712	9.8756	9.4245	9.2314	9.5497	10.0278	9.6315	9.9044	9.7382	9.6916	9.6499
hsa-miR-107	9.402	9.3397	9.1793	9.5029	9.2957	9.5138	9.7614	9.8915	9.7701	9.7752	9.2513	9.9301	9.5435	10.3617	10.0601	9.6456	9.3302	9.8089	9.5292	9.6215	9.5785	9.9028	9.4487	9.6173	9.004	9.2472	9.7796	9.7345	9.3535	9.4578	9.9361	9.8569	9.849	9.5508	9.9272	9.6571	9.656	9.8014	9.704	9.5557	9.1937	9.3484	9.8402	9.7029	9.7579	9.7941	10.0565	9.8778	9.9247	10.0792	9.6942	9.7241	9.7272	10.6622	9.5178	9.9213	9.9265	9.3626	10.0044	9.764	9.3782	10.0283	9.799	9.495	9.6291	9.5198	9.3627	9.7774	10.0252	9.7445	9.6031	9.2723	9.6301	9.2718	9.2895	9.6377	9.8174	9.4343	9.2044	8.9047	9.9844	9.3377	10.1219	9.9108	9.5904	9.8096	9.3159	9.8849	9.6632	10.0292	9.7647	9.7763	9.6628	9.6859
hsa-miR-10a-3p	6.6907	6.3226	6.0183	6.2412	6.3175	6.6103	6.1303	6.5385	6.4409	5.8136	6.3274	5.9252	6.2834	5.9662	6.1433	6.3573	6.173	6.4703	6.3098	6.2222	6.4504	6.1582	6.4438	6.2382	6.2873	6.2033	6.4305	6.1556	6.4294	5.8007	6.2049	6.1027	6.007	6.3638	6.2042	6.424	6.437	6.3153	5.9974	6.1355	6.5249	6.0156	5.987	6.2034	6.1504	5.9668	5.7587	6.1103	6.0193	6.1465	6.227	6.3786	6.3066	6.0391	6.3836	6.5099	5.9036	6.5176	5.8777	6.0267	6.642	6.1867	6.3884	6.4633	6.6027	5.9773	6.5846	6.2377	6.0475	6.1187	6.0763	6.3333	6.5075	6.3067	6.474	5.9737	6.107	6.0321	6.8367	6.737	5.9903	6.0713	6.1358	6.1756	6.0463	6.436	6.3348	6.1472	6.4236	6.2344	6.3148	6.2782	6.4297	6.236
hsa-miR-10a-5p	14.2247	14.2359	14.1069	13.7015	14.1856	13.6722	13.4401	13.827	13.7122	13.2308	14.0823	13.3488	13.7831	13.9712	14.1316	14.0368	13.9505	14.1337	13.8546	13.7308	14.1533	13.7117	14.1659	13.8276	14.1631	13.8224	13.7965	13.425	14.1636	13.5652	14.0563	13.2608	13.69	14.0135	13.8347	14.284	13.9412	13.8731	13.1119	13.4157	14.2204	13.3471	13.3977	13.7749	13.1045	13.1221	13.4608	13.9798	13.6588	13.7232	13.7096	13.828	14.2098	13.0222	13.9666	14.0374	13.4591	13.9235	13.7376	13.7351	14.167	13.7576	14.0243	14.0747	13.8242	14.0298	14.2643	13.9046	13.4967	13.5039	13.6944	13.4116	13.8466	14.1779	13.4415	14.0107	13.5808	13.8558	14.0459	14.4084	13.6574	14.1934	13.2168	13.1792	13.5406	13.3775	13.751	14.1306	13.7327	13.7064	14.4535	14.0704	14.1468	13.7094
hsa-miR-10b-3p	2.2212	2.6638	2.7095	2.0199	2.9849	2.9434	2.4083	3.1203	2.6992	1.7964	2.363	2.4872	3.3784	2.7567	2.3097	2.8843	2.7928	1.785	2.8041	3.4928	3.1409	2.4568	2.2306	3.2837	3.3599	1.7198	1.8335	3.4841	2.7907	1.6887	2.17	3.7394	2.2319	3.6777	2.5542	3.1809	2.4177	2.6996	2.4222	3.039	2.6967	1.9865	2.188	2.4325	0.8774	1.9117	2.0796	2.296	0.8271	2.8425	3.0578	2.3654	3.7687	3.0819	2.641	2.772	3.1357	2.3129	2.51	1.4776	3.1953	2.6372	3.1727	3.5155	2.2406	2.4406	3.718	1.9906	2.0834	3.168	2.4914	1.8095	3.8279	3.1526	2.7761	2.1694	1.647	1.9873	4.6434	3.7601	2.9049	2.7443	1.3826	1.5296	2.2374	3.607	1.5156	1.8504	4.0954	3.1037	2.799	3.4572	3.4601	3.0746
hsa-miR-10b-5p	10.5178	11.2942	11.6136	10.2216	11.2587	10.8538	10.5056	11.2319	10.9876	9.2082	10.8466	10.2577	11.4922	11.7939	11.0504	11.3951	11.3545	10.3295	11.2347	11.944	11.7057	10.6507	11.1886	11.7516	12.1481	10.3693	9.9535	11.7817	11.4162	10.2603	10.9457	12.1044	10.6053	11.779	11.7812	12.0977	11.3313	10.9161	10.1586	10.4162	11.0453	10.256	10.1503	11.1899	9.7238	9.3468	10.0103	10.0996	9.9427	11.3434	11.3114	10.7672	12.911	10.805	11.2619	11.4799	11.221	10.4387	10.9262	10.2258	11.9843	10.9472	11.705	11.9468	10.2956	10.8672	12.7526	10.3548	10.3309	11.3358	10.2843	9.9808	12.361	12.0636	10.6213	9.9814	10.098	10.1216	12.9102	12.4822	11.6458	11.8543	8.7497	9.288	10.304	11.3911	9.7228	10.4484	12.5351	10.9982	12.1879	12.0965	11.4046	10.8696
hsa-miR-1178-3p	0	0.2953	0	0	0	0.1159	0	0	0	0	0	0	0	0	0	0	0.2042	0	0.1465	0	0	0.1041	0.3176	0	0	0	0	0	0	0	0.1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2254	0	0	0	0	0	0	0	0	0	0	0	0	0.1544	0	0	0	0.1177	0	0	0.6077	0	0	0	0	0.1969	0	0	0	0	0	0	0	0.1381	0	0	0	0	0.2546	0	0	0	0	0	0
hsa-miR-1178-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1179	0.726	0.8439	0.6537	0.7642	0.8871	0.2232	1.3298	1.0507	1.0125	1.3286	1.0841	0.9781	1.0536	0.7918	0.1634	1.0998	1.0456	0.7741	0.6176	1.3602	1.0959	0.9802	0.8967	0.7601	0.9638	0.7861	1.6492	1.3033	1.0772	1.3117	1.3736	1.035	1.6383	1.4661	1.6188	1.896	1.0017	0.4185	1.0044	1.3646	0.7411	0.991	1.3754	0.5489	0.8774	0.9417	1.6864	0.7749	0.9765	0.592	0.9295	1.3718	1.5853	1.8379	0.4086	0.6847	1.1532	0.7325	1.4253	1.1577	0.6134	0.3932	1.0117	1.3333	1.305	1.6845	0.7486	0.9117	0.9653	0.8365	0.8071	0.7789	1.1175	0.5938	1.1177	1.1695	0.4726	1.3681	0.575	0.6759	1.1758	1.7138	0.9291	1.0807	1.3065	0.5843	1.1879	0.9746	0.7132	1.0821	0.8656	1.4236	1.2622	1.3578
hsa-miR-1180-3p	5.2338	5.146	5.1724	4.8461	5.4699	5.6396	5.8652	6.5505	5.8319	6.129	5.1175	4.8582	5.3784	5.9234	6.3355	5.1494	4.8718	5.272	5.133	5.2112	4.9609	5.2636	6.2427	4.9844	5.1235	4.7527	5.1015	6.2003	5.4229	6.4088	6.4504	5.2505	5.6167	4.8747	5.4068	6.3399	5.3608	5.568	4.6329	5.6875	4.9537	5.3747	5.9155	5.7334	4.9987	6.3419	5.6118	7.1602	5.7452	6.1517	5.0533	5.3118	5.6905	5.5652	5.9459	6.8371	5.1176	5.833	5.5133	6.6056	5.173	5.9827	5.7016	5.0887	6.0868	5.9257	5.4349	5.1079	4.9587	6.2411	5.2331	5.7153	6.5168	5.0423	5.7217	6.1414	5.7806	5.6596	5.5822	4.7862	5.0042	5.2017	5.627	5.8025	5.4378	5.7768	5.72	5.8898	5.2674	6.0201	5.4375	5.4471	5.0795	5.1291
hsa-miR-1180-5p	0.4776	0	0	0.2322	0.4479	0.4164	0.5517	0.1341	0.1398	0	0	0	0.3596	0.1262	0.4434	0.1313	0	0.8392	0.5134	0.1922	0	0	0.4535	0.3532	0	0	0.1464	0.9634	0.4541	0.613	0.1454	0.1591	0.8111	0.0946	0.1659	0.6629	0.2901	0.4185	0	0.6088	0	0.2198	0.1669	0	0	0.9417	0.2651	0.9838	0	0.6707	0.7855	0	0.7006	0	0.4086	0.4483	0.1522	0	1.0591	0.3871	0	0	0.1544	0	0.1349	0	0.2266	0.1508	0	0.478	0.1699	0.2375	0.416	0.5938	0.3702	0.5847	0	0.5472	0.4769	0.583	0.368	0	0	0.3304	0.0896	0.3781	0	0.2546	0	0.2909	0.4967	0.8361	0	0
hsa-miR-1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-1-3p	0.1774	0.423	0.1316	0.7642	0	0.665	0	0.3699	0.3843	0.632	0.1532	0.4475	0.6985	0.4496	0.7821	0.4658	0.9353	0.3065	0	1.7135	0.1918	0.3778	0.8967	0.6368	1.5365	0.1644	0.4011	0.6821	0.2449	0.1452	0.5102	1.4586	0.5388	0.3462	0.7916	0.7489	0.9191	0.292	0.2237	1.0357	0.153	0.8663	0.5759	0.158	0.5044	0	0.1386	0.2361	0	0.7454	0.7077	0.5739	0.4596	1.3476	0.9262	0.1654	1.0011	0	0	0.3175	0.8006	0.8761	0.8403	0.1392	0.8354	0.3965	0.4223	0.1508	0.6521	1.0339	0.7002	1.0522	1.2752	0.4666	0.3702	0.1698	0.828	0.6717	0.8346	0.3772	0.4724	0.752	0.38	0.3304	0.4692	0.4849	0	1.0438	0.6163	0.8335	0.7818	0.924	1.4443	0.7236
hsa-miR-1185-2-3p	0.4776	0	0.1316	0.2322	0	0.7392	0.4322	0.8313	0.3843	0.632	0	0.1651	0.4816	0.4496	0.3102	0.8934	0	0.3065	0.2794	0.5134	0.3611	0.4585	0.4535	0.6368	0.6727	0.1644	0	0.5178	0	0.398	0.2776	0.9505	0.5388	0.0946	0.1659	0.2563	0.4159	0	0.2237	0.9402	0.2914	0	0	0.158	0.7634	0	0	0.2361	0	0.3261	0.3464	0.1663	0	0.9269	0.5763	0.5713	0.4156	0.2875	0	0	0.2773	0.5035	0.2938	0.3829	0.7539	1.3683	0.6737	0.5267	0.1312	0.6077	0.8071	0.2375	0.5036	0.1729	0.5248	0.4592	0.1334	0.4806	0.3716	0.8454	0.661	0.2963	0.38	0	0	0.999	0.4315	0.1329	0	0.1528	0.1411	0.8361	0	1.2032
hsa-miR-1185-5p	0.3353	0	0.1316	0.2322	0	0.1159	0	0	0	0	0	0	0	0.1262	0	0	0.2042	0.3065	0.1465	0.1922	0.5126	0	0.5777	0.3532	0.4398	0.3121	0	0.2298	0.1276	0.1452	0.1454	0	0	0	0.1659	0	0.1523	0.4185	0	0	0	0	0.1669	0.158	0	0.206	0.2651	0.6979	0	0.2254	0.1249	0	0.17	0	0.1135	0	0	0	0.164	0.0862	0.1453	0.2736	0	0.5913	0	0.2118	0.2266	0	0	0.478	0.1699	0	0.3227	0	0.6645	0	0	0	0	0.583	0	0.4244	0	0	0	0.4849	0	0.5681	0.2788	0.2909	0.6929	0.1534	0.1474	0.1766
hsa-miR-1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1523	0	0	0	0	0	0	0	0	0.206	0	0	0	0	0	0	0	0	0	0	0.1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1197	0	0	0.1316	0.4321	0	0.1159	0.302	0.2568	0	0.1858	0.1532	0	0.0795	0.1262	0	0.1313	0	0	0.4012	0.776	0	0.535	0	0	0.4398	0.1644	0	0.1195	0.1276	0.2771	0	0.3023	0.4618	0.8039	0	0.2563	1.0017	0	0	0	0.2914	0.2198	0.3165	0.3004	0.1884	0	0	0.1228	0	0.3261	0.3464	0.4504	0.17	0	0.3167	0	0.1522	0	0	0	0.1453	0	0	0	0.1349	0.2118	0.2266	0	0	0.1775	0.1699	0.62	0.6643	0.1729	0	0	0.1334	0.2602	0.4769	0.137	0.9044	0	0.4873	0	0.4692	0.1373	0.1586	0.1329	0.5123	0.1528	0.3877	0	0.7185	0.9349
hsa-miR-1199-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1199-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1207-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1207-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122-3p	0.4776	0.2953	0	0.1208	0.1652	0.1159	0	0.1341	0.1398	0	0	0	0	0	0.1634	0	0	0	0	0	0	0.1041	0	0	0.3076	0	0	0	0	0	0	0	0	0	0	0	0	0.292	0.2237	0	0.9224	0	0.1669	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0.5672	0.5169	0	0	0	0.1392	0	0.3965	0	0.1508	0	0	0	0.2375	0	0.1729	0	0	0	0	0	0.4838	0	0.1558	0	0.2284	0	0	0	0	0	0	0	0.1534	0	0
hsa-miR-122-5p	3.0115	0.1552	0.3636	0.6077	0.1652	0.8097	0.6619	2.203	0	0.632	1.229	0.3132	0.2263	0.7136	1.815	0.8174	0.383	0.5592	0.4012	0.6506	1.0959	0.2012	0.1675	0.6368	0.162	1.4278	0.8056	0.8296	0.4541	0.613	0	0.1591	0.5388	0.4924	0.1659	0.2563	0.4159	0.4185	0.5879	0.3363	4.8512	0.4105	0.1669	0.158	0.5044	0.206	0.7705	0.5305	3.6567	1.3346	1.2912	0.9834	0.17	0.3305	0.3167	1.2973	0.9185	0.7325	1.0591	4.9786	0.9663	0	1.2358	0.2662	0.372	0.2118	0	0.5267	0.6521	0	0.4593	0.4414	0.7385	0	0.6645	0.9997	0.4726	0.4806	0.3716	0	0.9772	1.4979	0	1.0807	0.0896	1.2619	0.3015	0	0	0.5329	0.3877	1.5941	0.7185	0.7236
hsa-miR-1224-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2555	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1224-5p	0	0	0	0	0	0.2232	0.302	0.1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1454	0.3023	0.105	0.1834	0	0	0	0	0	0	0	0	0	0	0.5044	0	0	0	0	0.1171	0	0	0	0.5993	0	0	0	0	0	0	0	0	0	0	0	0.2118	0	0	0	0	0	0	0	0	0	0	0	0	0.4769	0	0	0	0.1381	0	0	0	0	0	0.1461	0	0	0	0.1474	0
hsa-miR-1225-3p	0	0	0	0	0.1652	0	0.1589	0	0.1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1464	0	0	0	0.1454	0	0	0.2671	0	0	0.1523	0.1534	0.4172	0	0	0	0.1669	0.158	0.1884	0	0.2651	0.4389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5602	0	0	0.5619	0	0.3218	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0.1528	0.1411	0	0	0
hsa-miR-1225-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1464	0.1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1654	0	0	0	0	0	0	0	0	0	0	0	0	0.2515	0	0.1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1226-3p	1.3617	0.7496	0.8952	1.7093	1.4958	2.0041	2.091	2.4285	1.0835	2.3951	1.7925	1.1456	1.2381	1.004	2.2744	1.6304	1.2439	1.2752	1.5477	1.512	1.1889	1.3626	1.8908	1.4139	2.4633	1.4278	0.7146	1.1987	1.3631	1.9872	1.9099	1.3307	1.7066	2.1995	1.9268	1.8579	1.7393	0.924	1.0044	1.6323	0.8346	1.4479	1.5667	1.5693	1.4924	1.3418	1.1441	1.9757	1.9646	1.6774	1.9276	1.9296	1.8077	2.2817	1.6824	1.5576	1.7385	0.7325	1.2169	1.9608	1.8251	1.3597	1.8009	1.1478	1.1221	2.0577	1.6044	1.7282	1.034	2.0043	1.9996	1.1716	2.2253	1.2632	1.6752	1.459	1.966	1.2127	1.8655	0.8454	1.456	1.0187	1.5893	0.9587	1.697	1.2619	2.0488	2.3914	2.0324	1.2268	1.5107	0.8361	1.9249	1.6248
hsa-miR-1226-5p	0	0.2953	0	0.3356	0.4479	0.2232	0.302	0.4747	0	0.3503	0.4179	0	0	0	0	0.2516	0	0	0.1465	0	0	0.2012	0	0.1874	0	0	0	0.1195	0	0.398	0	0.1591	0	0	0.3146	0	0	0	0	0	0	0.1141	0	0	0	0	0.3813	0	0	0.1171	0.1249	0	0	0	0.2187	0.1654	0	0	0	0	0	0	0	0	0.372	0	0	0	0	0	0	0	0.1158	0	0	0	0.4726	0	0.8346	0.137	0	0	0	0	0.1739	0.4849	0	0	0.1461	0	0	0	0	0
